total_model_parameters,epochs,batch_size,max_lr,min_lr,anneal_perc,max_mom,min_mom,time_taken,train_acc,test_acc,wd,train_loss,test_loss,runs,log_time,comments
343264,2,25,0.4,1e-06,0.15,0.95,0.8,3.4177002906799316,0.12,0.16,0.0005,2.4555816650390625,2.3481123352050783,"{'epoch': [1, 2], 'time': [1.810927152633667, 3.414801836013794], 'lr': [0.04000000000000001, 0.020000500000000004], 'train_acc': [0.14, 0.12], 'test_acc': [0.16, 0.16], 'train_loss': [2.358918685913086, 2.4555816650390625], 'test_loss': [2.4212531280517577, 2.3481123352050783]}",2019-09-02 07:31:05, 
343264,2,25,0.4,1e-06,0.15,0.95,0.8,3.465770959854126,0.04,0.06,0.0005,2.49287712097168,2.443682327270508,"{'epoch': [1, 2], 'time': [1.834665298461914, 3.462583541870117], 'lr': [0.04000000000000001, 0.020000500000000004], 'train_acc': [0.1, 0.04], 'test_acc': [0.06, 0.06], 'train_loss': [2.477987289428711, 2.49287712097168], 'test_loss': [2.540040969848633, 2.443682327270508]}",2019-09-02 07:31:08,R
343264,2,25,0.4,1e-06,0.15,0.95,0.8,3.484133243560791,0.1,0.08,0.0005,2.3673685455322264,2.3637313079833984,"{'epoch': [1, 2], 'time': [1.8705179691314697, 3.4814255237579346], 'lr': [0.04000000000000001, 0.020000500000000004], 'train_acc': [0.08, 0.1], 'test_acc': [0.06, 0.08], 'train_loss': [2.4373184204101563, 2.3673685455322264], 'test_loss': [2.4209838104248047, 2.3637313079833984]}",2019-09-02 07:31:12,U
343264,2,25,0.4,1e-06,0.15,0.95,0.8,3.4704017639160156,0.14,0.16,0.0005,2.3039259338378906,2.3209622955322264,"{'epoch': [1, 2], 'time': [1.8199326992034912, 3.4667067527770996], 'lr': [0.04000000000000001, 0.020000500000000004], 'train_acc': [0.14, 0.14], 'test_acc': [0.2, 0.16], 'train_loss': [2.358301010131836, 2.3039259338378906], 'test_loss': [2.3378768157958985, 2.3209622955322264]}",2019-09-02 07:31:15,N
343264,2,25,0.4,1e-06,0.15,0.95,0.8,3.434454917907715,0.06,0.06,0.0005,2.36812385559082,2.361476516723633,"{'epoch': [1, 2], 'time': [1.8083763122558594, 3.4313862323760986], 'lr': [0.04000000000000001, 0.020000500000000004], 'train_acc': [0.02, 0.06], 'test_acc': [0.08, 0.06], 'train_loss': [2.55128173828125, 2.36812385559082], 'test_loss': [2.394536361694336, 2.361476516723633]}",2019-09-02 07:31:19,S
343264,3,16,0.1,1e-06,0.15,0.95,0.8,5.080280780792236,0.06,0.12,0.0005,2.501314849853516,2.335973205566406,"{'epoch': [1, 2, 3], 'time': [1.8086731433868408, 3.419731616973877, 5.076761245727539], 'lr': [0.05500000000000001, 0.010000000000000002, 0.005000500000000001], 'train_acc': [0.12, 0.04, 0.06], 'test_acc': [0.06, 0.06, 0.12], 'train_loss': [2.234232406616211, 2.5084322357177733, 2.501314849853516], 'test_loss': [2.419876480102539, 2.360859680175781, 2.335973205566406]}",2019-09-02 07:31:24,G
343264,3,16,0.1,1e-06,0.15,0.95,0.8,5.047926187515259,0.08,0.08,0.0005,2.512944564819336,2.306779632568359,"{'epoch': [1, 2, 3], 'time': [1.8208656311035156, 3.423938035964966, 5.041759967803955], 'lr': [0.05500000000000001, 0.010000000000000002, 0.005000500000000001], 'train_acc': [0.08, 0.12, 0.08], 'test_acc': [0.08, 0.06, 0.08], 'train_loss': [2.3886299896240235, 2.4721202850341797, 2.512944564819336], 'test_loss': [2.3155298614501953, 2.306332855224609, 2.306779632568359]}",2019-09-02 07:31:29,R
343264,3,16,0.1,1e-06,0.15,0.95,0.8,6.261445045471191,0.18,0.16,0.0005,2.3205835723876955,2.2823712921142576,"{'epoch': [1, 2, 3], 'time': [2.204850673675537, 4.292957067489624, 6.257547616958618], 'lr': [0.05500000000000001, 0.010000000000000002, 0.005000500000000001], 'train_acc': [0.22, 0.14, 0.18], 'test_acc': [0.16, 0.16, 0.16], 'train_loss': [2.2546234130859375, 2.3867652893066404, 2.3205835723876955], 'test_loss': [2.307168197631836, 2.285082321166992, 2.2823712921142576]}",2019-09-02 07:31:35,I
343264,3,16,0.1,1e-06,0.15,0.95,0.8,6.034640312194824,0.08,0.14,0.0005,2.326019973754883,2.3092391204833986,"{'epoch': [1, 2, 3], 'time': [2.287597179412842, 4.311170339584351, 6.0316712856292725], 'lr': [0.05500000000000001, 0.010000000000000002, 0.005000500000000001], 'train_acc': [0.12, 0.12, 0.08], 'test_acc': [0.14, 0.14, 0.14], 'train_loss': [2.340578155517578, 2.4389893341064455, 2.326019973754883], 'test_loss': [2.3450708770751953, 2.3211769104003905, 2.3092391204833986]}",2019-09-02 07:31:41,D
343264,3,16,0.1,1e-06,0.15,0.95,0.8,5.493797540664673,0.12,0.06,0.0005,2.4144447326660154,2.3154160308837892,"{'epoch': [1, 2, 3], 'time': [1.9344704151153564, 3.695131540298462, 5.4909210205078125], 'lr': [0.05500000000000001, 0.010000000000000002, 0.005000500000000001], 'train_acc': [0.08, 0.12, 0.12], 'test_acc': [0.08, 0.08, 0.06], 'train_loss': [2.4578690338134765, 2.5198933410644533, 2.4144447326660154], 'test_loss': [2.360199279785156, 2.329518585205078, 2.3154160308837892]}",2019-09-02 07:31:47, 
343264,3,16,0.1,1e-06,0.15,0.95,0.8,6.586479425430298,0.02,0.02,0.0005,2.450763702392578,2.346097412109375,"{'epoch': [1, 2, 3], 'time': [2.4549503326416016, 4.485697031021118, 6.58335542678833], 'lr': [0.05500000000000001, 0.010000000000000002, 0.005000500000000001], 'train_acc': [0.14, 0.16, 0.02], 'test_acc': [0.04, 0.04, 0.02], 'train_loss': [2.5083746337890624, 2.425528259277344, 2.450763702392578], 'test_loss': [2.3667921447753906, 2.346491394042969, 2.346097412109375]}",2019-09-02 07:31:53,S
343264,3,16,0.1,1e-06,0.15,0.95,0.8,5.590625762939453,0.1,0.14,0.0005,2.4094739532470704,2.3064154052734374,"{'epoch': [1, 2, 3], 'time': [1.9257173538208008, 3.8528900146484375, 5.586058616638184], 'lr': [0.05500000000000001, 0.010000000000000002, 0.005000500000000001], 'train_acc': [0.12, 0.08, 0.1], 'test_acc': [0.14, 0.14, 0.14], 'train_loss': [2.272807159423828, 2.336153869628906, 2.4094739532470704], 'test_loss': [2.398733444213867, 2.329350051879883, 2.3064154052734374]}",2019-09-02 07:31:59,E
343264,1,25,0.4,1e-06,0.15,0.95,0.8,2.2542359828948975,0.1,0.1,0.0005,2.378356628417969,2.3843915557861326,"{'epoch': [1], 'time': [2.2509124279022217], 'lr': [0.020000500000000004], 'train_acc': [0.1], 'test_acc': [0.1], 'train_loss': [2.378356628417969], 'test_loss': [2.3843915557861326]}",2019-09-02 07:34:34,Integration tests
343264,2,16,0.1,1e-06,0.15,0.95,0.8,3.6038618087768555,0.06,0.08,0.0005,2.5199207305908202,2.4119947814941405,"{'epoch': [1, 2], 'time': [1.9903497695922852, 3.6009926795959473], 'lr': [0.010000000000000002, 0.005000500000000001], 'train_acc': [0.1, 0.06], 'test_acc': [0.08, 0.08], 'train_loss': [2.4371648406982422, 2.5199207305908202], 'test_loss': [2.4851233673095705, 2.4119947814941405]}",2019-09-02 07:34:47,GRID SEARCH RUNS
343264,2,16,0.4,1e-06,0.15,0.95,0.8,3.5673279762268066,0.04,0.08,0.0005,2.5600904846191406,2.3314059448242186,"{'epoch': [1, 2], 'time': [1.8936164379119873, 3.5644731521606445], 'lr': [0.04000000000000001, 0.020000500000000004], 'train_acc': [0.14, 0.04], 'test_acc': [0.14, 0.08], 'train_loss': [2.5445136260986327, 2.5600904846191406], 'test_loss': [2.3513287353515624, 2.3314059448242186]}",2019-09-02 07:34:51,GRID SEARCH RUNS
343264,2,25,0.1,1e-06,0.15,0.95,0.8,3.7310373783111572,0.1,0.14,0.0005,2.378103790283203,2.470304641723633,"{'epoch': [1, 2], 'time': [1.9631614685058594, 3.7280783653259277], 'lr': [0.010000000000000002, 0.005000500000000001], 'train_acc': [0.14, 0.1], 'test_acc': [0.14, 0.14], 'train_loss': [2.4881668853759766, 2.378103790283203], 'test_loss': [2.62693603515625, 2.470304641723633]}",2019-09-02 07:34:55,GRID SEARCH RUNS
343264,2,25,0.4,1e-06,0.15,0.95,0.8,3.6192264556884766,0.1,0.08,0.0005,2.3595821380615236,2.3241770172119143,"{'epoch': [1, 2], 'time': [1.9395418167114258, 3.6160292625427246], 'lr': [0.04000000000000001, 0.020000500000000004], 'train_acc': [0.16, 0.1], 'test_acc': [0.08, 0.08], 'train_loss': [2.294407272338867, 2.3595821380615236], 'test_loss': [2.3514229583740236, 2.3241770172119143]}",2019-09-02 07:34:58,GRID SEARCH RUNS
343264,3,16,0.1,1e-06,0.15,0.95,0.8,5.626260042190552,0.08,0.08,0.0005,2.399074020385742,2.2976309967041018,"{'epoch': [1, 2, 3], 'time': [1.9209280014038086, 3.769946575164795, 5.623449802398682], 'lr': [0.05500000000000001, 0.010000000000000002, 0.005000500000000001], 'train_acc': [0.08, 0.1, 0.08], 'test_acc': [0.12, 0.1, 0.08], 'train_loss': [2.392421188354492, 2.4511143493652345, 2.399074020385742], 'test_loss': [2.3059201049804687, 2.2993856048583985, 2.2976309967041018]}",2019-09-02 07:35:04,GRID SEARCH RUNS
343264,3,16,0.4,1e-06,0.15,0.95,0.8,5.23942232131958,0.08,0.14,0.0005,2.3475272369384768,2.313770599365234,"{'epoch': [1, 2, 3], 'time': [1.9142558574676514, 3.623385190963745, 5.236553907394409], 'lr': [0.22000000000000003, 0.04000000000000001, 0.020000500000000004], 'train_acc': [0.12, 0.04, 0.08], 'test_acc': [0.2, 0.18, 0.14], 'train_loss': [2.343213882446289, 2.4274942016601564, 2.3475272369384768], 'test_loss': [2.3238481140136718, 2.308756561279297, 2.313770599365234]}",2019-09-02 07:35:09,GRID SEARCH RUNS
343264,3,25,0.1,1e-06,0.15,0.95,0.8,5.1528143882751465,0.08,0.06,0.0005,2.3860724639892577,2.4575980377197264,"{'epoch': [1, 2, 3], 'time': [1.872023582458496, 3.4872894287109375, 5.149967670440674], 'lr': [0.05500000000000001, 0.010000000000000002, 0.005000500000000001], 'train_acc': [0.04, 0.12, 0.08], 'test_acc': [0.06, 0.06, 0.06], 'train_loss': [2.3185802459716798, 2.277498779296875, 2.3860724639892577], 'test_loss': [2.62829460144043, 2.507394485473633, 2.4575980377197264]}",2019-09-02 07:35:14,GRID SEARCH RUNS
343264,3,25,0.4,1e-06,0.15,0.95,0.8,5.083452939987183,0.12,0.04,0.0005,2.38277099609375,2.3519210815429688,"{'epoch': [1, 2, 3], 'time': [1.8444485664367676, 3.452075242996216, 5.0795981884002686], 'lr': [0.22000000000000003, 0.04000000000000001, 0.020000500000000004], 'train_acc': [0.14, 0.04, 0.12], 'test_acc': [0.06, 0.06, 0.04], 'train_loss': [2.272077941894531, 2.3955521392822265, 2.38277099609375], 'test_loss': [2.4204151153564455, 2.365774917602539, 2.3519210815429688]}",2019-09-02 07:35:19,GRID SEARCH RUNS
